"trainer/global_step","best style a mix - _step","best style a mix - _step__MIN","best style a mix - _step__MAX","best style a mix - train_eiko_epoch","best style a mix - train_eiko_epoch__MIN","best style a mix - train_eiko_epoch__MAX","best curve a mix - _step","best curve a mix - _step__MIN","best curve a mix - _step__MAX","best curve a mix - train_eiko_epoch","best curve a mix - train_eiko_epoch__MIN","best curve a mix - train_eiko_epoch__MAX","best curve a meta - _step","best curve a meta - _step__MIN","best curve a meta - _step__MAX","best curve a meta - train_eiko_epoch","best curve a meta - train_eiko_epoch__MIN","best curve a meta - train_eiko_epoch__MAX","best style a meta - _step","best style a meta - _step__MIN","best style a meta - _step__MAX","best style a meta - train_eiko_epoch","best style a meta - train_eiko_epoch__MIN","best style a meta - train_eiko_epoch__MAX"
"21500","21500","21500","21500","0.000533993115182966","0.000533993115182966","0.000533993115182966","21500","21500","21500","0.0028265070907655173","0.0028265070907655173","0.0028265070907655173","21500","21500","21500","0.0049797520644497125","0.0049797520644497125","0.0049797520644497125","21500","21500","21500","0.0009033705611946061","0.0009033705611946061","0.0009033705611946061"
"21750","21750","21750","21750","0.0004957639072090388","0.0004957639072090388","0.0004957639072090388","21750","21750","21750","0.002448858076473698","0.002448858076473698","0.002448858076473698","21750","21750","21750","0.0048604889230336994","0.0048604889230336994","0.0048604889230336994","21750","21750","21750","0.0008866519239381887","0.0008866519239381887","0.0008866519239381887"
"22000","22000","22000","22000","0.0004943035952164792","0.0004943035952164792","0.0004943035952164792","22000","22000","22000","0.0023814429801423103","0.0023814429801423103","0.0023814429801423103","22000","22000","22000","0.004830117722740397","0.004830117722740397","0.004830117722740397","22000","22000","22000","0.000872115917794872","0.000872115917794872","0.000872115917794872"
"22250","22250","22250","22250","0.0004904232998669613","0.0004904232998669613","0.0004904232998669613","22250","22250","22250","0.002368060674518347","0.002368060674518347","0.002368060674518347","22250","22250","22250","0.004762366338633001","0.004762366338633001","0.004762366338633001","22250","22250","22250","0.0008679970783414319","0.0008679970783414319","0.0008679970783414319"
"22500","22500","22500","22500","0.0004893982788780704","0.0004893982788780704","0.0004893982788780704","22500","22500","22500","0.0023721877542557195","0.0023721877542557195","0.0023721877542557195","22500","22500","22500","0.004851255820598453","0.004851255820598453","0.004851255820598453","22500","22500","22500","0.0008703788126586006","0.0008703788126586006","0.0008703788126586006"
"22750","22750","22750","22750","0.00048813836992485447","0.00048813836992485447","0.00048813836992485447","22750","22750","22750","0.0023800916862674057","0.0023800916862674057","0.0023800916862674057","22750","22750","22750","0.004752781394869089","0.004752781394869089","0.004752781394869089","22750","22750","22750","0.0008596274510491639","0.0008596274510491639","0.0008596274510491639"
"23000","23000","23000","23000","0.0004857037353795022","0.0004857037353795022","0.0004857037353795022","23000","23000","23000","0.002367862801766023","0.002367862801766023","0.002367862801766023","23000","23000","23000","0.004658470280468464","0.004658470280468464","0.004658470280468464","23000","23000","23000","0.0008458412328036502","0.0008458412328036502","0.0008458412328036502"
"23250","23250","23250","23250","0.00048025185649748893","0.00048025185649748893","0.00048025185649748893","23250","23250","23250","0.0025132238056976347","0.0025132238056976347","0.0025132238056976347","23250","23250","23250","0.004631003958638758","0.004631003958638758","0.004631003958638758","23250","23250","23250","0.0008379713772446849","0.0008379713772446849","0.0008379713772446849"
"23500","23500","23500","23500","0.000480682524794247","0.000480682524794247","0.000480682524794247","23500","23500","23500","0.0023712195673724636","0.0023712195673724636","0.0023712195673724636","23500","23500","23500","0.004601604958297685","0.004601604958297685","0.004601604958297685","23500","23500","23500","0.0008312328269239515","0.0008312328269239515","0.0008312328269239515"
"23750","23750","23750","23750","0.0004775184150785208","0.0004775184150785208","0.0004775184150785208","23750","23750","23750","0.002342480058898218","0.002342480058898218","0.002342480058898218","23750","23750","23750","0.004541856145020574","0.004541856145020574","0.004541856145020574","23750","23750","23750","0.0008137935571721755","0.0008137935571721755","0.0008137935571721755"
"24000","24000","24000","24000","0.0004915539553621784","0.0004915539553621784","0.0004915539553621784","24000","24000","24000","0.002324606535723433","0.002324606535723433","0.002324606535723433","24000","24000","24000","0.004516785917570814","0.004516785917570814","0.004516785917570814","24000","24000","24000","0.0008091194668086246","0.0008091194668086246","0.0008091194668086246"
"24250","24250","24250","24250","0.0007804566239356063","0.0007804566239356063","0.0007804566239356063","24250","24250","24250","0.0023328026211820543","0.0023328026211820543","0.0023328026211820543","24250","24250","24250","0.0045565317720174785","0.0045565317720174785","0.0045565317720174785","24250","24250","24250","0.000803467228950467","0.000803467228950467","0.000803467228950467"
"24500","24500","24500","24500","0.0006599845738383011","0.0006599845738383011","0.0006599845738383011","24500","24500","24500","0.003910004651173949","0.003910004651173949","0.003910004651173949","24500","24500","24500","0.004462974190944806","0.004462974190944806","0.004462974190944806","24500","24500","24500","0.00274018581333803","0.00274018581333803","0.00274018581333803"
"24750","24750","24750","24750","0.0005444703045068309","0.0005444703045068309","0.0005444703045068309","24750","24750","24750","0.00316461785743013","0.00316461785743013","0.00316461785743013","24750","24750","24750","0.0045253556100651625","0.0045253556100651625","0.0045253556100651625","24750","24750","24750","0.002820014024619013","0.002820014024619013","0.002820014024619013"
"25001","25001","25001","25001","0.0005102853880962357","0.0005102853880962357","0.0005102853880962357","25001","25001","25001","0.0026679854339454324","0.0026679854339454324","0.0026679854339454324","25001","25001","25001","0.004442242932971567","0.004442242932971567","0.004442242932971567","25001","25001","25001","0.0015303722873795777","0.0015303722873795777","0.0015303722873795777"
"25250","25250","25250","25250","0.0004938609521486796","0.0004938609521486796","0.0004938609521486796","25250","25250","25250","0.0025836248961277307","0.0025836248961277307","0.0025836248961277307","25250","25250","25250","0.005686847017612308","0.005686847017612308","0.005686847017612308","25250","25250","25250","0.0011551452060230077","0.0011551452060230077","0.0011551452060230077"
"25500","25500","25500","25500","0.0004810203274828382","0.0004810203274828382","0.0004810203274828382","25500","25500","25500","0.0025163833992555736","0.0025163833992555736","0.0025163833992555736","25500","25500","25500","0.004422673762077466","0.004422673762077466","0.004422673762077466","25500","25500","25500","0.0010028361682780087","0.0010028361682780087","0.0010028361682780087"
"25750","25750","25750","25750","0.00048387810064014046","0.00048387810064014046","0.00048387810064014046","25750","25750","25750","0.0025057843320537357","0.0025057843320537357","0.0025057843320537357","25750","25750","25750","0.004328854931285605","0.004328854931285605","0.004328854931285605","25750","25750","25750","0.0009407398756593466","0.0009407398756593466","0.0009407398756593466"
"26000","26000","26000","26000","0.000589600665087346","0.000589600665087346","0.000589600665087346","26000","26000","26000","0.002467061193427071","0.002467061193427071","0.002467061193427071","26000","26000","26000","0.004299559967592358","0.004299559967592358","0.004299559967592358","26000","26000","26000","0.0008944499368080869","0.0008944499368080869","0.0008944499368080869"
"26250","26250","26250","26250","0.0004949971836176701","0.0004949971836176701","0.0004949971836176701","26250","26250","26250","0.0024452156713232398","0.0024452156713232398","0.0024452156713232398","26250","26250","26250","0.004272321248427033","0.004272321248427033","0.004272321248427033","26250","26250","26250","0.0008675841292133555","0.0008675841292133555","0.0008675841292133555"
"26500","26500","26500","26500","0.00047965747755370104","0.00047965747755370104","0.00047965747755370104","26500","26500","26500","0.002403217526851222","0.002403217526851222","0.002403217526851222","26500","26500","26500","0.004280547251459211","0.004280547251459211","0.004280547251459211","26500","26500","26500","0.0008501761556835845","0.0008501761556835845","0.0008501761556835845"
"26750","26750","26750","26750","0.0004757860990357585","0.0004757860990357585","0.0004757860990357585","26750","26750","26750","0.002408154333708808","0.002408154333708808","0.002408154333708808","26750","26750","26750","0.0042733957218006255","0.0042733957218006255","0.0042733957218006255","26750","26750","26750","0.0008337470666738227","0.0008337470666738227","0.0008337470666738227"
"27000","27000","27000","27000","0.0004708954674424604","0.0004708954674424604","0.0004708954674424604","27000","27000","27000","0.0024531289061997088","0.0024531289061997088","0.0024531289061997088","27000","27000","27000","0.004225832846947014","0.004225832846947014","0.004225832846947014","27000","27000","27000","0.0008230303904274478","0.0008230303904274478","0.0008230303904274478"
"27250","27250","27250","27250","0.0004682193901098799","0.0004682193901098799","0.0004682193901098799","27250","27250","27250","0.002411198611371219","0.002411198611371219","0.002411198611371219","27250","27250","27250","0.004209651912562549","0.004209651912562549","0.004209651912562549","27250","27250","27250","0.0008138699786504731","0.0008138699786504731","0.0008138699786504731"
"27500","27500","27500","27500","0.00046441529336152597","0.00046441529336152597","0.00046441529336152597","27500","27500","27500","0.0023839781493879856","0.0023839781493879856","0.0023839781493879856","27500","27500","27500","0.004158980847336352","0.004158980847336352","0.004158980847336352","27500","27500","27500","0.0008067985688103362","0.0008067985688103362","0.0008067985688103362"
"27750","27750","27750","27750","0.0004617890291265212","0.0004617890291265212","0.0004617890291265212","27750","27750","27750","0.0024037091345526277","0.0024037091345526277","0.0024037091345526277","27750","27750","27750","0.004154648813419044","0.004154648813419044","0.004154648813419044","27750","27750","27750","0.0007929974647122436","0.0007929974647122436","0.0007929974647122436"
"28000","28000","28000","28000","0.00046305971092078837","0.00046305971092078837","0.00046305971092078837","28000","28000","28000","0.0023629841501824557","0.0023629841501824557","0.0023629841501824557","28000","28000","28000","0.004215116742067039","0.004215116742067039","0.004215116742067039","28000","28000","28000","0.0007983074804651551","0.0007983074804651551","0.0007983074804651551"
"28250","28250","28250","28250","0.0004596243393607438","0.0004596243393607438","0.0004596243393607438","28250","28250","28250","0.002349273079773411","0.002349273079773411","0.002349273079773411","28250","28250","28250","0.005103513149544597","0.005103513149544597","0.005103513149544597","28250","28250","28250","0.0007823493582545779","0.0007823493582545779","0.0007823493582545779"
"28500","28500","28500","28500","0.0004597182253492065","0.0004597182253492065","0.0004597182253492065","28500","28500","28500","0.0023320628881920128","0.0023320628881920128","0.0023320628881920128","28500","28500","28500","0.004439067173749208","0.004439067173749208","0.004439067173749208","28500","28500","28500","0.000777411065180786","0.000777411065180786","0.000777411065180786"
"28750","28750","28750","28750","0.0005264868413796649","0.0005264868413796649","0.0005264868413796649","28750","28750","28750","0.002343383610015735","0.002343383610015735","0.002343383610015735","28750","28750","28750","0.004197266934206709","0.004197266934206709","0.004197266934206709","28750","28750","28750","0.0007704963605501689","0.0007704963605501689","0.0007704963605501689"
"29000","29000","29000","29000","0.00047260200959863143","0.00047260200959863143","0.00047260200959863143","29000","29000","29000","0.0022956630672561003","0.0022956630672561003","0.0022956630672561003","29000","29000","29000","0.004180411935783923","0.004180411935783923","0.004180411935783923","29000","29000","29000","0.0007676188322948292","0.0007676188322948292","0.0007676188322948292"
