"trainer/global_step","best style a mix - _step","best style a mix - _step__MIN","best style a mix - _step__MAX","best style a mix - train_mse_epoch","best style a mix - train_mse_epoch__MIN","best style a mix - train_mse_epoch__MAX","best curve a mix - _step","best curve a mix - _step__MIN","best curve a mix - _step__MAX","best curve a mix - train_mse_epoch","best curve a mix - train_mse_epoch__MIN","best curve a mix - train_mse_epoch__MAX","best curve a meta - _step","best curve a meta - _step__MIN","best curve a meta - _step__MAX","best curve a meta - train_mse_epoch","best curve a meta - train_mse_epoch__MIN","best curve a meta - train_mse_epoch__MAX","best style a meta - _step","best style a meta - _step__MIN","best style a meta - _step__MAX","best style a meta - train_mse_epoch","best style a meta - train_mse_epoch__MIN","best style a meta - train_mse_epoch__MAX"
"32500","32500","32500","32500","0.0017725866731256247","0.0017725866731256247","0.0017725866731256247","32500","32500","32500","0.010830132634937763","0.010830132634937763","0.010830132634937763","32500","32500","32500","0.016800032456219197","0.016800032456219197","0.016800032456219197","32500","32500","32500","0.002976282816193998","0.002976282816193998","0.002976282816193998"
"32750","32750","32750","32750","0.002609408255666494","0.002609408255666494","0.002609408255666494","32750","32750","32750","0.01029009902253747","0.01029009902253747","0.01029009902253747","32750","32750","32750","0.022221408493816854","0.022221408493816854","0.022221408493816854","32750","32750","32750","0.0029338846035301684","0.0029338846035301684","0.0029338846035301684"
"33000","33000","33000","33000","0.0017887886909767985","0.0017887886909767985","0.0017887886909767985","33000","33000","33000","0.009573821532726288","0.009573821532726288","0.009573821532726288","33000","33000","33000","0.017708323226869105","0.017708323226869105","0.017708323226869105","33000","33000","33000","0.002931148486211896","0.002931148486211896","0.002931148486211896"
"33250","33250","33250","33250","0.0017304087977856398","0.0017304087977856398","0.0017304087977856398","33250","33250","33250","0.009689639879390597","0.009689639879390597","0.009689639879390597","33250","33250","33250","0.016663419394195078","0.016663419394195078","0.016663419394195078","33250","33250","33250","0.002909450149908662","0.002909450149908662","0.002909450149908662"
"33500","33500","33500","33500","0.0017294228877872229","0.0017294228877872229","0.0017294228877872229","33500","33500","33500","0.009647212416678668","0.009647212416678668","0.009647212416678668","33500","33500","33500","0.016545405948907136","0.016545405948907136","0.016545405948907136","33500","33500","33500","0.002894781970605254","0.002894781970605254","0.002894781970605254"
"33750","33750","33750","33750","0.0018094475205987692","0.0018094475205987692","0.0018094475205987692","33750","33750","33750","0.009733887143433094","0.009733887143433094","0.009733887143433094","33750","33750","33750","0.01661194250881672","0.01661194250881672","0.01661194250881672","33750","33750","33750","0.0028940969709306957","0.0028940969709306957","0.0028940969709306957"
"34000","34000","34000","34000","0.0017249193742871285","0.0017249193742871285","0.0017249193742871285","34000","34000","34000","0.009737959676235914","0.009737959676235914","0.009737959676235914","34000","34000","34000","0.016511265553534032","0.016511265553534032","0.016511265553534032","34000","34000","34000","0.0028998078085482122","0.0028998078085482122","0.0028998078085482122"
"34250","34250","34250","34250","0.0017353223605081438","0.0017353223605081438","0.0017353223605081438","34250","34250","34250","0.00955450178384781","0.00955450178384781","0.00955450178384781","34250","34250","34250","0.016482948970794678","0.016482948970794678","0.016482948970794678","34250","34250","34250","0.0028747003607451915","0.0028747003607451915","0.0028747003607451915"
"34500","34500","34500","34500","0.0017022954292595387","0.0017022954292595387","0.0017022954292595387","34500","34500","34500","0.009554653640836477","0.009554653640836477","0.009554653640836477","34500","34500","34500","0.016232387779653072","0.016232387779653072","0.016232387779653072","34500","34500","34500","0.0028776574589312078","0.0028776574589312078","0.0028776574589312078"
"34750","34750","34750","34750","0.0016866603393107652","0.0016866603393107652","0.0016866603393107652","34750","34750","34750","0.01004029267206788","0.01004029267206788","0.01004029267206788","34750","34750","34750","0.01623009322062135","0.01623009322062135","0.01623009322062135","34750","34750","34750","0.0028676551926881074","0.0028676551926881074","0.0028676551926881074"
"35000","35000","35000","35000","0.0016993536477908492","0.0016993536477908492","0.0016993536477908492","35000","35000","35000","0.009909775030612945","0.009909775030612945","0.009909775030612945","35000","35000","35000","0.016613358905166388","0.016613358905166388","0.016613358905166388","35000","35000","35000","0.0028675483837723734","0.0028675483837723734","0.0028675483837723734"
"35250","35250","35250","35250","0.0028390329767018557","0.0028390329767018557","0.0028390329767018557","35250","35250","35250","0.009583520669862629","0.009583520669862629","0.009583520669862629","35250","35250","35250","0.016095170610398054","0.016095170610398054","0.016095170610398054","35250","35250","35250","0.0028583086933940648","0.0028583086933940648","0.0028583086933940648"
"35500","35500","35500","35500","0.0020829251691699027","0.0020829251691699027","0.0020829251691699027","35500","35500","35500","0.009920010785013438","0.009920010785013438","0.009920010785013438","35500","35500","35500","0.016028697776049376","0.016028697776049376","0.016028697776049376","35500","35500","35500","0.0028515180490911005","0.0028515180490911005","0.0028515180490911005"
"35750","35750","35750","35750","0.001854183183796704","0.001854183183796704","0.001854183183796704","35750","35750","35750","0.00952359637916088","0.00952359637916088","0.00952359637916088","35750","35750","35750","0.01611605486124754","0.01611605486124754","0.01611605486124754","35750","35750","35750","0.0028288915120065214","0.0028288915120065214","0.0028288915120065214"
"36000","36000","36000","36000","0.0017650786263868213","0.0017650786263868213","0.0017650786263868213","36000","36000","36000","0.010637542157620191","0.010637542157620191","0.010637542157620191","36000","36000","36000","0.015922061827778815","0.015922061827778815","0.015922061827778815","36000","36000","36000","0.0028133904991671445","0.0028133904991671445","0.0028133904991671445"
"36250","36250","36250","36250","0.0017226597947999835","0.0017226597947999835","0.0017226597947999835","36250","36250","36250","0.009383795739710332","0.009383795739710332","0.009383795739710332","36250","36250","36250","0.015878851225972174","0.015878851225972174","0.015878851225972174","36250","36250","36250","0.0028494267266243696","0.0028494267266243696","0.0028494267266243696"
"36500","36500","36500","36500","0.0016980651780962943","0.0016980651780962943","0.0016980651780962943","36500","36500","36500","0.009586570467799902","0.009586570467799902","0.009586570467799902","36500","36500","36500","0.015774717411398888","0.015774717411398888","0.015774717411398888","36500","36500","36500","0.002816132855787873","0.002816132855787873","0.002816132855787873"
"36750","36750","36750","36750","0.0017360063860192895","0.0017360063860192895","0.0017360063860192895","36750","36750","36750","0.009668797692656517","0.009668797692656517","0.009668797692656517","36750","36750","36750","0.015901758860051633","0.015901758860051633","0.015901758860051633","36750","36750","36750","0.002796974379569292","0.002796974379569292","0.002796974379569292"
"37000","37000","37000","37000","0.0016777188811451197","0.0016777188811451197","0.0016777188811451197","37000","37000","37000","0.009619568204879761","0.009619568204879761","0.009619568204879761","37000","37000","37000","0.015761162006855012","0.015761162006855012","0.015761162006855012","37000","37000","37000","0.002772696051560342","0.002772696051560342","0.002772696051560342"
"37250","37250","37250","37250","0.001684689323604107","0.001684689323604107","0.001684689323604107","37250","37250","37250","0.009392386068403721","0.009392386068403721","0.009392386068403721","37250","37250","37250","0.016246614164114","0.016246614164114","0.016246614164114","37250","37250","37250","0.0028501837022602556","0.0028501837022602556","0.0028501837022602556"
"37500","37500","37500","37500","0.0016686588376760483","0.0016686588376760483","0.0016686588376760483","37500","37500","37500","0.009386153671890498","0.009386153671890498","0.009386153671890498","37500","37500","37500","0.015746199780702592","0.015746199780702592","0.015746199780702592","37500","37500","37500","0.0027600560925900935","0.0027600560925900935","0.0027600560925900935"
"37750","37750","37750","37750","0.0017645590296015143","0.0017645590296015143","0.0017645590296015143","37750","37750","37750","0.009790584778040647","0.009790584778040647","0.009790584778040647","37750","37750","37750","0.01569301993101835","0.01569301993101835","0.01569301993101835","37750","37750","37750","0.0027509191082790495","0.0027509191082790495","0.0027509191082790495"
"38000","38000","38000","38000","0.0016730026425793767","0.0016730026425793767","0.0016730026425793767","38000","38000","38000","0.00990144830569625","0.00990144830569625","0.00990144830569625","38000","38000","38000","0.021772005715966224","0.021772005715966224","0.021772005715966224","38000","38000","38000","0.0027283601183444263","0.0027283601183444263","0.0027283601183444263"
"38250","38250","38250","38250","0.0021363842332735657","0.0021363842332735657","0.0021363842332735657","38250","38250","38250","0.009361274404078721","0.009361274404078721","0.009361274404078721","38250","38250","38250","0.015849951599538326","0.015849951599538326","0.015849951599538326","38250","38250","38250","0.0027298592045903207","0.0027298592045903207","0.0027298592045903207"
"38500","38500","38500","38500","0.0018464456828311087","0.0018464456828311087","0.0018464456828311087","38500","38500","38500","0.009675363152474165","0.009675363152474165","0.009675363152474165","38500","38500","38500","0.015459538878500462","0.015459538878500462","0.015459538878500462","38500","38500","38500","0.002720625937357545","0.002720625937357545","0.002720625937357545"
"38750","38750","38750","38750","0.00255334238614887","0.00255334238614887","0.00255334238614887","38750","38750","38750","0.00949236897006631","0.00949236897006631","0.00949236897006631","38750","38750","38750","0.015310234968364238","0.015310234968364238","0.015310234968364238","38750","38750","38750","0.002722762714698911","0.002722762714698911","0.002722762714698911"
"39000","39000","39000","39000","0.001890869503840804","0.001890869503840804","0.001890869503840804","39000","39000","39000","0.010538421926647425","0.010538421926647425","0.010538421926647425","39000","39000","39000","0.015213140831142663","0.015213140831142663","0.015213140831142663","39000","39000","39000","0.0026951134664937853","0.0026951134664937853","0.0026951134664937853"
"39250","39250","39250","39250","0.0017258046654984355","0.0017258046654984355","0.0017258046654984355","39250","39250","39250","0.009317442179471254","0.009317442179471254","0.009317442179471254","39250","39250","39250","0.015115932723879814","0.015115932723879814","0.015115932723879814","39250","39250","39250","0.0027028543625026943","0.0027028543625026943","0.0027028543625026943"
"39500","39500","39500","39500","0.0016812494497746228","0.0016812494497746228","0.0016812494497746228","39500","39500","39500","0.00958828125","0.00958828125","0.00958828125","39500","39500","39500","0.014999597124755383","0.014999597124755383","0.014999597124755383","39500","39500","39500","0.0026656516537070275","0.0026656516537070275","0.0026656516537070275"
"39750","39750","39750","39750","0.0016570344941690563","0.0016570344941690563","0.0016570344941690563","39750","39750","39750","0.009189967491477729","0.009189967491477729","0.009189967491477729","39750","39750","39750","0.01508719827234745","0.01508719827234745","0.01508719827234745","39750","39750","39750","0.0026548660768195985","0.0026548660768195985","0.0026548660768195985"
"40000","40000","40000","40000","0.001649101429618895","0.001649101429618895","0.001649101429618895","40000","40000","40000","0.009422785349935294","0.009422785349935294","0.009422785349935294","40000","40000","40000","0.015020279240608215","0.015020279240608215","0.015020279240608215","40000","40000","40000","0.00264751234408468","0.00264751234408468","0.00264751234408468"
"40250","40250","40250","40250","0.0016683533090166747","0.0016683533090166747","0.0016683533090166747","40250","40250","40250","0.009090572872757911","0.009090572872757911","0.009090572872757911","40250","40250","40250","0.016200171752274038","0.016200171752274038","0.016200171752274038","40250","40250","40250","0.010868921164423227","0.010868921164423227","0.010868921164423227"
"40500","40500","40500","40500","0.0016402388097718358","0.0016402388097718358","0.0016402388097718358","40500","40500","40500","0.00918751458004117","0.00918751458004117","0.00918751458004117","40500","40500","40500","0.015297087191045285","0.015297087191045285","0.015297087191045285","40500","40500","40500","0.0037859377283602953","0.0037859377283602953","0.0037859377283602953"
"40750","40750","40750","40750","0.0016301416639238596","0.0016301416639238596","0.0016301416639238596","40750","40750","40750","0.009544337875396013","0.009544337875396013","0.009544337875396013","40750","40750","40750","0.014884338627755641","0.014884338627755641","0.014884338627755641","40750","40750","40750","0.003251697577163577","0.003251697577163577","0.003251697577163577"
"41000","41000","41000","41000","0.0016552044656127692","0.0016552044656127692","0.0016552044656127692","41000","41000","41000","0.009145664554834365","0.009145664554834365","0.009145664554834365","41000","41000","41000","0.015533629862964153","0.015533629862964153","0.015533629862964153","41000","41000","41000","0.003051259182393551","0.003051259182393551","0.003051259182393551"
"41250","41250","41250","41250","0.0016352547945454716","0.0016352547945454716","0.0016352547945454716","41250","41250","41250","0.009580848152935506","0.009580848152935506","0.009580848152935506","41250","41250","41250","0.014822994095087052","0.014822994095087052","0.014822994095087052","41250","41250","41250","0.002943835812062025","0.002943835812062025","0.002943835812062025"
"41500","41500","41500","41500","0.001659163941629231","0.001659163941629231","0.001659163941629231","41500","41500","41500","0.009303933722525835","0.009303933722525835","0.009303933722525835","41500","41500","41500","0.014801958449184895","0.014801958449184895","0.014801958449184895","41500","41500","41500","0.00285885631069541","0.00285885631069541","0.00285885631069541"
"41750","41750","41750","41750","0.0016578042198903858","0.0016578042198903858","0.0016578042198903858","41750","41750","41750","0.009212028016149997","0.009212028016149997","0.009212028016149997","41750","41750","41750","0.014808415278792382","0.014808415278792382","0.014808415278792382","41750","41750","41750","0.0028145572174340487","0.0028145572174340487","0.0028145572174340487"
"42000","42000","42000","42000","0.0016408437958918512","0.0016408437958918512","0.0016408437958918512","42000","42000","42000","0.009005936849117279","0.009005936849117279","0.009005936849117279","42000","42000","42000","0.015032229383289814","0.015032229383289814","0.015032229383289814","42000","42000","42000","0.0027838421327993274","0.0027838421327993274","0.0027838421327993274"
"42250","42250","42250","42250","0.001623970540985465","0.001623970540985465","0.001623970540985465","42250","42250","42250","0.009260076088830829","0.009260076088830829","0.009260076088830829","42250","42250","42250","0.014704541742056609","0.014704541742056609","0.014704541742056609","42250","42250","42250","0.0027454980861395598","0.0027454980861395598","0.0027454980861395598"
"42500","42500","42500","42500","0.0016885938853025437","0.0016885938853025437","0.0016885938853025437","42500","42500","42500","0.00921792206056416","0.00921792206056416","0.00921792206056416","42500","42500","42500","0.01474632479995489","0.01474632479995489","0.01474632479995489","42500","42500","42500","0.002729076739773154","0.002729076739773154","0.002729076739773154"
"42750","42750","42750","42750","0.001786426694318652","0.001786426694318652","0.001786426694318652","42750","42750","42750","0.009150535196065903","0.009150535196065903","0.009150535196065903","42750","42750","42750","0.014653168109059334","0.014653168109059334","0.014653168109059334","42750","42750","42750","0.0027133136615157126","0.0027133136615157126","0.0027133136615157126"
"43000","43000","43000","43000","0.0016281280852854252","0.0016281280852854252","0.0016281280852854252","43000","43000","43000","0.009121268844604492","0.009121268844604492","0.009121268844604492","43000","43000","43000","0.01461186465471983","0.01461186465471983","0.01461186465471983","43000","43000","43000","0.0026926532866433264","0.0026926532866433264","0.0026926532866433264"
"43250","43250","43250","43250","0.0017244081211276352","0.0017244081211276352","0.0017244081211276352","43250","43250","43250","0.009213010029494763","0.009213010029494763","0.009213010029494763","43250","43250","43250","0.020757059772312642","0.020757059772312642","0.020757059772312642","43250","43250","43250","0.0027131479838863014","0.0027131479838863014","0.0027131479838863014"
"43500","43500","43500","43500","0.0016640793723985553","0.0016640793723985553","0.0016640793723985553","43500","43500","43500","0.00983982834070921","0.00983982834070921","0.00983982834070921","43500","43500","43500","0.015362350870668888","0.015362350870668888","0.015362350870668888","43500","43500","43500","0.002657285798713565","0.002657285798713565","0.002657285798713565"
"43750","43750","43750","43750","0.0017610385335981847","0.0017610385335981847","0.0017610385335981847","43750","43750","43750","0.00916239399537444","0.00916239399537444","0.00916239399537444","43750","43750","43750","0.014656403932720424","0.014656403932720424","0.014656403932720424","43750","43750","43750","0.0026612230712547897","0.0026612230712547897","0.0026612230712547897"
"44000","44000","44000","44000","0.001719691783376038","0.001719691783376038","0.001719691783376038","44000","44000","44000","0.00895633013471961","0.00895633013471961","0.00895633013471961","44000","44000","44000","0.014852362652868033","0.014852362652868033","0.014852362652868033","44000","44000","44000","0.0026558377631008623","0.0026558377631008623","0.0026558377631008623"
"44250","44250","44250","44250","0.0018075340593233704","0.0018075340593233704","0.0018075340593233704","44250","44250","44250","0.010555886995047331","0.010555886995047331","0.010555886995047331","44250","44250","44250","0.014483267632126809","0.014483267632126809","0.014483267632126809","44250","44250","44250","0.0026461954157799483","0.0026461954157799483","0.0026461954157799483"
"44500","44500","44500","44500","0.002141487609781325","0.002141487609781325","0.002141487609781325","44500","44500","44500","0.00906972237713635","0.00906972237713635","0.00906972237713635","44500","44500","44500","0.01429519017189741","0.01429519017189741","0.01429519017189741","44500","44500","44500","0.002625796001777053","0.002625796001777053","0.002625796001777053"
"44750","44750","44750","44750","0.001743079469166696","0.001743079469166696","0.001743079469166696","44750","44750","44750","0.009085807726532221","0.009085807726532221","0.009085807726532221","44750","44750","44750","0.014301996485888958","0.014301996485888958","0.014301996485888958","44750","44750","44750","0.002630680275335908","0.002630680275335908","0.002630680275335908"
"45000","45000","45000","45000","0.001661632532440126","0.001661632532440126","0.001661632532440126","45000","45000","45000","0.009098263473808765","0.009098263473808765","0.009098263473808765","45000","45000","45000","0.014453315110504628","0.014453315110504628","0.014453315110504628","45000","45000","45000","0.0026196542724967005","0.0026196542724967005","0.0026196542724967005"
"45250","45250","45250","45250","0.0016271595282480122","0.0016271595282480122","0.0016271595282480122","45250","45250","45250","0.009082233510911464","0.009082233510911464","0.009082233510911464","45250","45250","45250","0.014174237329512835","0.014174237329512835","0.014174237329512835","45250","45250","45250","0.002608165536634624","0.002608165536634624","0.002608165536634624"
"45500","45500","45500","45500","0.0016089464182034135","0.0016089464182034135","0.0016089464182034135","45500","45500","45500","0.009030679891258478","0.009030679891258478","0.009030679891258478","45500","45500","45500","0.01445051636248827","0.01445051636248827","0.01445051636248827","45500","45500","45500","0.0026000334626063706","0.0026000334626063706","0.0026000334626063706"
"45750","45750","45750","45750","0.0015995292263105512","0.0015995292263105512","0.0015995292263105512","45750","45750","45750","0.00904177450761199","0.00904177450761199","0.00904177450761199","45750","45750","45750","0.01426737841963768","0.01426737841963768","0.01426737841963768","45750","45750","45750","0.002600832849368453","0.002600832849368453","0.002600832849368453"
"46000","46000","46000","46000","0.0015960932713001968","0.0015960932713001968","0.0015960932713001968","46000","46000","46000","0.00897982410825789","0.00897982410825789","0.00897982410825789","46000","46000","46000","0.014441392440348864","0.014441392440348864","0.014441392440348864","46000","46000","46000","0.0025725962026044726","0.0025725962026044726","0.0025725962026044726"
"46250","46250","46250","46250","0.001595339410379529","0.001595339410379529","0.001595339410379529","46250","46250","46250","0.009005620774999262","0.009005620774999262","0.009005620774999262","46250","46250","46250","0.014171413615345956","0.014171413615345956","0.014171413615345956","46250","46250","46250","0.00262739670984447","0.00262739670984447","0.00262739670984447"
"46500","46500","46500","46500","0.0015851020333357156","0.0015851020333357156","0.0015851020333357156","46500","46500","46500","0.009112305125594139","0.009112305125594139","0.009112305125594139","46500","46500","46500","0.014291233952343463","0.014291233952343463","0.014291233952343463","46500","46500","46500","0.0025426267616450787","0.0025426267616450787","0.0025426267616450787"
"46750","46750","46750","46750","0.002218982378952205","0.002218982378952205","0.002218982378952205","46750","46750","46750","0.008966441383212806","0.008966441383212806","0.008966441383212806","46750","46750","46750","0.014164735170453788","0.014164735170453788","0.014164735170453788","46750","46750","46750","0.0025531269339844585","0.0025531269339844585","0.0025531269339844585"
"47000","47000","47000","47000","0.00172056935839355","0.00172056935839355","0.00172056935839355","47000","47000","47000","0.008972307275235653","0.008972307275235653","0.008972307275235653","47000","47000","47000","0.014131527051329612","0.014131527051329612","0.014131527051329612","47000","47000","47000","0.002530676525272429","0.002530676525272429","0.002530676525272429"
"47250","47250","47250","47250","0.0016258512262254954","0.0016258512262254954","0.0016258512262254954","47250","47250","47250","0.008954586567729711","0.008954586567729711","0.008954586567729711","47250","47250","47250","0.014096253576874733","0.014096253576874733","0.014096253576874733","47250","47250","47250","0.0025244501972571014","0.0025244501972571014","0.0025244501972571014"
"47500","47500","47500","47500","0.0016021567283198237","0.0016021567283198237","0.0016021567283198237","47500","47500","47500","0.009191275668889285","0.009191275668889285","0.009191275668889285","47500","47500","47500","0.01613624302521348","0.01613624302521348","0.01613624302521348","47500","47500","47500","0.0025595677871257066","0.0025595677871257066","0.0025595677871257066"
"47750","47750","47750","47750","0.0023689205193892122","0.0023689205193892122","0.0023689205193892122","47750","47750","47750","0.009020909315347672","0.009020909315347672","0.009020909315347672","47750","47750","47750","0.014654582469165326","0.014654582469165326","0.014654582469165326","47750","47750","47750","0.0024966710835695265","0.0024966710835695265","0.0024966710835695265"
"48000","48000","48000","48000","0.0018115517217665912","0.0018115517217665912","0.0018115517217665912","48000","48000","48000","0.009412719725817443","0.009412719725817443","0.009412719725817443","48000","48000","48000","0.014120103573799133","0.014120103573799133","0.014120103573799133","48000","48000","48000","0.0025340685762465","0.0025340685762465","0.0025340685762465"
"48250","48250","48250","48250","0.0016647843427024783","0.0016647843427024783","0.0016647843427024783","48250","48250","48250","0.008894957607612013","0.008894957607612013","0.008894957607612013","48250","48250","48250","0.013862421783059835","0.013862421783059835","0.013862421783059835","48250","48250","48250","0.0024951462637633087","0.0024951462637633087","0.0024951462637633087"
"48500","48500","48500","48500","0.0016185039246454835","0.0016185039246454835","0.0016185039246454835","48500","48500","48500","0.009283947712182999","0.009283947712182999","0.009283947712182999","48500","48500","48500","0.01382590362727642","0.01382590362727642","0.01382590362727642","48500","48500","48500","0.00248912450466305","0.00248912450466305","0.00248912450466305"
"48750","48750","48750","48750","0.0015987731039524078","0.0015987731039524078","0.0015987731039524078","48750","48750","48750","0.008854575634002685","0.008854575634002685","0.008854575634002685","48750","48750","48750","0.013761832381039858","0.013761832381039858","0.013761832381039858","48750","48750","48750","0.0024607906660065056","0.0024607906660065056","0.0024607906660065056"
"49000","49000","49000","49000","0.001575676878541708","0.001575676878541708","0.001575676878541708","49000","49000","49000","0.008945965989679098","0.008945965989679098","0.008945965989679098","49000","49000","49000","0.013905698937177658","0.013905698937177658","0.013905698937177658","49000","49000","49000","0.002492307058908045","0.002492307058908045","0.002492307058908045"
"49250","49250","49250","49250","0.0015891343533061444","0.0015891343533061444","0.0015891343533061444","49250","49250","49250","0.0089960789360106","0.0089960789360106","0.0089960789360106","49250","49250","49250","0.013767136906087399","0.013767136906087399","0.013767136906087399","49250","49250","49250","0.0024611162660643456","0.0024611162660643456","0.0024611162660643456"
"49500","49500","49500","49500","0.0015786323530599475","0.0015786323530599475","0.0015786323530599475","49500","49500","49500","0.008781569764018058","0.008781569764018058","0.008781569764018058","49500","49500","49500","0.013707701750099659","0.013707701750099659","0.013707701750099659","49500","49500","49500","0.0024478100391104817","0.0024478100391104817","0.0024478100391104817"
"49750","49750","49750","49750","0.0015625714475288987","0.0015625714475288987","0.0015625714475288987","49750","49750","49750","0.00901002481430769","0.00901002481430769","0.00901002481430769","49750","49750","49750","0.013821693458408117","0.013821693458408117","0.013821693458408117","49750","49750","49750","0.002454475383460522","0.002454475383460522","0.002454475383460522"
"50001","50001","50001","50001","0.0015814736648462713","0.0015814736648462713","0.0015814736648462713","50001","50001","50001","0.008864014579541982","0.008864014579541982","0.008864014579541982","50001","50001","50001","0.013625330731645227","0.013625330731645227","0.013625330731645227","50001","50001","50001","0.002436919465474784","0.002436919465474784","0.002436919465474784"
"50250","50250","50250","50250","0.0015668681129813195","0.0015668681129813195","0.0015668681129813195","50250","50250","50250","0.008861622754484415","0.008861622754484415","0.008861622754484415","50250","50250","50250","0.013829049460589885","0.013829049460589885","0.013829049460589885","50250","50250","50250","0.002430312152951956","0.002430312152951956","0.002430312152951956"
"50500","50500","50500","50500","0.0015652899431996047","0.0015652899431996047","0.0015652899431996047","50500","50500","50500","0.008801122464984655","0.008801122464984655","0.008801122464984655","50500","50500","50500","0.01354340645968914","0.01354340645968914","0.01354340645968914","50500","50500","50500","0.0024177418675273656","0.0024177418675273656","0.0024177418675273656"
"50750","50750","50750","50750","0.0016098583472892642","0.0016098583472892642","0.0016098583472892642","50750","50750","50750","0.008919828785210847","0.008919828785210847","0.008919828785210847","50750","50750","50750","0.013583434988558293","0.013583434988558293","0.013583434988558293","50750","50750","50750","0.002424398763477802","0.002424398763477802","0.002424398763477802"
"51000","51000","51000","51000","0.0015661603378131987","0.0015661603378131987","0.0015661603378131987","51000","51000","51000","0.008763857281208038","0.008763857281208038","0.008763857281208038","51000","51000","51000","0.013964117807894945","0.013964117807894945","0.013964117807894945","51000","51000","51000","0.0024006495606154203","0.0024006495606154203","0.0024006495606154203"
"51250","51250","51250","51250","0.0015541184896603227","0.0015541184896603227","0.0015541184896603227","51250","51250","51250","0.009307329469174147","0.009307329469174147","0.009307329469174147","51250","51250","51250","0.01351634134799242","0.01351634134799242","0.01351634134799242","51250","51250","51250","0.002406802039034665","0.002406802039034665","0.002406802039034665"
"51500","51500","51500","51500","0.0015541237712837755","0.0015541237712837755","0.0015541237712837755","51500","51500","51500","0.008764270047843456","0.008764270047843456","0.008764270047843456","51500","51500","51500","0.013514730349183083","0.013514730349183083","0.013514730349183083","51500","51500","51500","0.0023958233807235955","0.0023958233807235955","0.0023958233807235955"
"51750","51750","51750","51750","0.00154829521458596","0.00154829521458596","0.00154829521458596","51750","51750","51750","0.00866972917318344","0.00866972917318344","0.00866972917318344","51750","51750","51750","0.013468836759030819","0.013468836759030819","0.013468836759030819","51750","51750","51750","0.0023876989716663955","0.0023876989716663955","0.0023876989716663955"
"52000","52000","52000","52000","0.0015497393920086324","0.0015497393920086324","0.0015497393920086324","52000","52000","52000","0.009421202696114779","0.009421202696114779","0.009421202696114779","52000","52000","52000","0.013317093862593174","0.013317093862593174","0.013317093862593174","52000","52000","52000","0.0023801879081875085","0.0023801879081875085","0.0023801879081875085"
"52250","52250","52250","52250","0.001770358277577907","0.001770358277577907","0.001770358277577907","52250","52250","52250","0.008726380233094097","0.008726380233094097","0.008726380233094097","52250","52250","52250","0.013328975088149309","0.013328975088149309","0.013328975088149309","52250","52250","52250","0.00238129211422056","0.00238129211422056","0.00238129211422056"
"52500","52500","52500","52500","0.0021327686548233034","0.0021327686548233034","0.0021327686548233034","52500","52500","52500","0.009100344726815819","0.009100344726815819","0.009100344726815819","52500","52500","52500","0.013647166534513235","0.013647166534513235","0.013647166534513235","52500","52500","52500","0.002366457370296121","0.002366457370296121","0.002366457370296121"
"52750","52750","52750","52750","0.0018118710532784462","0.0018118710532784462","0.0018118710532784462","52750","52750","52750","0.009361420384794473","0.009361420384794473","0.009361420384794473","52750","52750","52750","0.013397125892341138","0.013397125892341138","0.013397125892341138","52750","52750","52750","0.0023663964446634053","0.0023663964446634053","0.0023663964446634053"
"53000","53000","53000","53000","0.0016915701396763324","0.0016915701396763324","0.0016915701396763324","53000","53000","53000","0.008840298450738191","0.008840298450738191","0.008840298450738191","53000","53000","53000","0.013558912549912929","0.013558912549912929","0.013558912549912929","53000","53000","53000","0.002346573533117771","0.002346573533117771","0.002346573533117771"
"53250","53250","53250","53250","0.0016373078098520636","0.0016373078098520636","0.0016373078098520636","53250","53250","53250","0.009195382108539343","0.009195382108539343","0.009195382108539343","53250","53250","53250","0.01333898703493178","0.01333898703493178","0.01333898703493178","53250","53250","53250","0.0023510632574558258","0.0023510632574558258","0.0023510632574558258"
"53500","53500","53500","53500","0.0023983881702646613","0.0023983881702646613","0.0023983881702646613","53500","53500","53500","0.009209962766990066","0.009209962766990066","0.009209962766990066","53500","53500","53500","0.013502410890907049","0.013502410890907049","0.013502410890907049","53500","53500","53500","0.0023291841732338073","0.0023291841732338073","0.0023291841732338073"
"53750","53750","53750","53750","0.0017385170249268412","0.0017385170249268412","0.0017385170249268412","53750","53750","53750","0.008759049470722676","0.008759049470722676","0.008759049470722676","53750","53750","53750","0.01317644461542368","0.01317644461542368","0.01317644461542368","53750","53750","53750","0.0023251164980232714","0.0023251164980232714","0.0023251164980232714"
"54000","54000","54000","54000","0.0020180650485679508","0.0020180650485679508","0.0020180650485679508","54000","54000","54000","0.008995719041675329","0.008995719041675329","0.008995719041675329","54000","54000","54000","0.013705853867530822","0.013705853867530822","0.013705853867530822","54000","54000","54000","0.0023251451041549445","0.0023251451041549445","0.0023251451041549445"
"54250","54250","54250","54250","0.0017264592692255974","0.0017264592692255974","0.0017264592692255974","54250","54250","54250","0.00911167444586754","0.00911167444586754","0.00911167444586754","54250","54250","54250","0.013085897942632436","0.013085897942632436","0.013085897942632436","54250","54250","54250","0.0023188740387558937","0.0023188740387558937","0.0023188740387558937"
