"trainer/global_step","best style a mix - _step","best style a mix - _step__MIN","best style a mix - _step__MAX","best style a mix - train_mse_epoch","best style a mix - train_mse_epoch__MIN","best style a mix - train_mse_epoch__MAX","best curve a mix - _step","best curve a mix - _step__MIN","best curve a mix - _step__MAX","best curve a mix - train_mse_epoch","best curve a mix - train_mse_epoch__MIN","best curve a mix - train_mse_epoch__MAX","best curve a meta - _step","best curve a meta - _step__MIN","best curve a meta - _step__MAX","best curve a meta - train_mse_epoch","best curve a meta - train_mse_epoch__MIN","best curve a meta - train_mse_epoch__MAX","best style a meta - _step","best style a meta - _step__MIN","best style a meta - _step__MAX","best style a meta - train_mse_epoch","best style a meta - train_mse_epoch__MIN","best style a meta - train_mse_epoch__MAX"
"95500","95500","95500","95500","0.0015028533264994622","0.0015028533264994622","0.0015028533264994622","95500","95500","95500","0.008065332675725222","0.008065332675725222","0.008065332675725222","95500","95500","95500","0.011231395834684372","0.011231395834684372","0.011231395834684372","95500","95500","95500","0.001934337964002043","0.001934337964002043","0.001934337964002043"
"95750","95750","95750","95750","0.0014769478056579828","0.0014769478056579828","0.0014769478056579828","95750","95750","95750","0.008106430741399526","0.008106430741399526","0.008106430741399526","95750","95750","95750","0.011244764751940965","0.011244764751940965","0.011244764751940965","95750","95750","95750","0.0019320975716225802","0.0019320975716225802","0.0019320975716225802"
"96000","96000","96000","96000","0.001470211987849325","0.001470211987849325","0.001470211987849325","96000","96000","96000","0.008152476391196251","0.008152476391196251","0.008152476391196251","96000","96000","96000","0.01123221412152052","0.01123221412152052","0.01123221412152052","96000","96000","96000","0.0019281701480969786","0.0019281701480969786","0.0019281701480969786"
"96250","96250","96250","96250","0.001472063232306391","0.001472063232306391","0.001472063232306391","96250","96250","96250","0.008096967850625515","0.008096967850625515","0.008096967850625515","96250","96250","96250","0.01123277776837349","0.01123277776837349","0.01123277776837349","96250","96250","96250","0.0019229981746524572","0.0019229981746524572","0.0019229981746524572"
"96500","96500","96500","96500","0.0014797746599651872","0.0014797746599651872","0.0014797746599651872","96500","96500","96500","0.008079184253513814","0.008079184253513814","0.008079184253513814","96500","96500","96500","0.01119447640478611","0.01119447640478611","0.01119447640478611","96500","96500","96500","0.001923168185725808","0.001923168185725808","0.001923168185725808"
"96750","96750","96750","96750","0.0014723489839583636","0.0014723489839583636","0.0014723489839583636","96750","96750","96750","0.008108248951286078","0.008108248951286078","0.008108248951286078","96750","96750","96750","0.011222002654522657","0.011222002654522657","0.011222002654522657","96750","96750","96750","0.0019278760416433214","0.0019278760416433214","0.0019278760416433214"
"97000","97000","97000","97000","0.001469098020158708","0.001469098020158708","0.001469098020158708","97000","97000","97000","0.008114368859305977","0.008114368859305977","0.008114368859305977","97000","97000","97000","0.011246332872658967","0.011246332872658967","0.011246332872658967","97000","97000","97000","0.0019250182067975402","0.0019250182067975402","0.0019250182067975402"
"97250","97250","97250","97250","0.001473934563715011","0.001473934563715011","0.001473934563715011","97250","97250","97250","0.008091021083295345","0.008091021083295345","0.008091021083295345","97250","97250","97250","0.011247636123001576","0.011247636123001576","0.011247636123001576","97250","97250","97250","0.0019230651440098883","0.0019230651440098883","0.0019230651440098883"
"97500","97500","97500","97500","0.0015003020885400475","0.0015003020885400475","0.0015003020885400475","97500","97500","97500","0.008121009344421327","0.008121009344421327","0.008121009344421327","97500","97500","97500","0.011250167170539498","0.011250167170539498","0.011250167170539498","97500","97500","97500","0.0019312744479626418","0.0019312744479626418","0.0019312744479626418"
"97750","97750","97750","97750","0.0014795150958001615","0.0014795150958001615","0.0014795150958001615","97750","97750","97750","0.008100075566023587","0.008100075566023587","0.008100075566023587","97750","97750","97750","0.01118601192086935","0.01118601192086935","0.01118601192086935","97750","97750","97750","0.0019302482136525213","0.0019302482136525213","0.0019302482136525213"
"98000","98000","98000","98000","0.001471618892904371","0.001471618892904371","0.001471618892904371","98000","98000","98000","0.008108178766071797","0.008108178766071797","0.008108178766071797","98000","98000","98000","0.0112622269064188","0.0112622269064188","0.0112622269064188","98000","98000","98000","0.001929211236163974","0.001929211236163974","0.001929211236163974"
"98250","98250","98250","98250","0.001478000214230269","0.001478000214230269","0.001478000214230269","98250","98250","98250","0.00809894988387823","0.00809894988387823","0.00809894988387823","98250","98250","98250","0.011203742842376232","0.011203742842376232","0.011203742842376232","98250","98250","98250","0.0019226297872141005","0.0019226297872141005","0.0019226297872141005"
"98500","98500","98500","98500","0.001469219644088298","0.001469219644088298","0.001469219644088298","98500","98500","98500","0.008072309533506633","0.008072309533506633","0.008072309533506633","98500","98500","98500","0.011250725001096725","0.011250725001096725","0.011250725001096725","98500","98500","98500","0.0019237304035574197","0.0019237304035574197","0.0019237304035574197"
"98750","98750","98750","98750","0.0014765369676053525","0.0014765369676053525","0.0014765369676053525","98750","98750","98750","0.008133866510540247","0.008133866510540247","0.008133866510540247","98750","98750","98750","0.011200936514139176","0.011200936514139176","0.011200936514139176","98750","98750","98750","0.0019273146886378528","0.0019273146886378528","0.0019273146886378528"
"99000","99000","99000","99000","0.00147640680372715","0.00147640680372715","0.00147640680372715","99000","99000","99000","0.008118612886220216","0.008118612886220216","0.008118612886220216","99000","99000","99000","0.011215437376499176","0.011215437376499176","0.011215437376499176","99000","99000","99000","0.0019232113095000386","0.0019232113095000386","0.0019232113095000386"
"99250","99250","99250","99250","0.0014687129070051015","0.0014687129070051015","0.0014687129070051015","99250","99250","99250","0.008064138887822628","0.008064138887822628","0.008064138887822628","99250","99250","99250","0.011207745577394962","0.011207745577394962","0.011207745577394962","99250","99250","99250","0.0019192819079384207","0.0019192819079384207","0.0019192819079384207"
"99500","99500","99500","99500","0.001465284236613661","0.001465284236613661","0.001465284236613661","99500","99500","99500","0.008112764645367861","0.008112764645367861","0.008112764645367861","99500","99500","99500","0.011193802208825945","0.011193802208825945","0.011193802208825945","99500","99500","99500","0.0019208508579060435","0.0019208508579060435","0.0019208508579060435"
"99750","99750","99750","99750","0.001468049078527838","0.001468049078527838","0.001468049078527838","99750","99750","99750","0.008066627064719795","0.008066627064719795","0.008066627064719795","99750","99750","99750","0.011210574653744698","0.011210574653744698","0.011210574653744698","99750","99750","99750","0.001930414560995996","0.001930414560995996","0.001930414560995996"
"100001","100001","100001","100001","0.0014736758700571954","0.0014736758700571954","0.0014736758700571954","100001","100001","100001","0.008116680229082704","0.008116680229082704","0.008116680229082704","100001","100001","100001","0.011162661074846984","0.011162661074846984","0.011162661074846984","100001","100001","100001","0.0019235626019537449","0.0019235626019537449","0.0019235626019537449"
"100250","100250","100250","100250","0.0014648488879203797","0.0014648488879203797","0.0014648488879203797","100250","100250","100250","0.008221220955252647","0.008221220955252647","0.008221220955252647","100250","100250","100250","0.011235438391566276","0.011235438391566276","0.011235438391566276","100250","100250","100250","0.001924627809226513","0.001924627809226513","0.001924627809226513"
"100500","100500","100500","100500","0.0014789126596413552","0.0014789126596413552","0.0014789126596413552","100500","100500","100500","0.00809297391846776","0.00809297391846776","0.00809297391846776","100500","100500","100500","0.011178099040687084","0.011178099040687084","0.011178099040687084","100500","100500","100500","0.0019205864265561105","0.0019205864265561105","0.0019205864265561105"
"100750","100750","100750","100750","0.0014661600278690458","0.0014661600278690458","0.0014661600278690458","100750","100750","100750","0.008092384069412947","0.008092384069412947","0.008092384069412947","100750","100750","100750","0.011200580843538047","0.011200580843538047","0.011200580843538047","100750","100750","100750","0.0019197705380618571","0.0019197705380618571","0.0019197705380618571"
"101000","101000","101000","101000","0.0014688583283685149","0.0014688583283685149","0.0014688583283685149","101000","101000","101000","0.008071101434901357","0.008071101434901357","0.008071101434901357","101000","101000","101000","0.01118272953480482","0.01118272953480482","0.01118272953480482","101000","101000","101000","0.001919982811808586","0.001919982811808586","0.001919982811808586"
"101250","101250","101250","101250","0.0014668605516664683","0.0014668605516664683","0.0014668605516664683","101250","101250","101250","0.008149876594543456","0.008149876594543456","0.008149876594543456","101250","101250","101250","0.011206052696704865","0.011206052696704865","0.011206052696704865","101250","101250","101250","0.0019228144746273755","0.0019228144746273755","0.0019228144746273755"
"101500","101500","101500","101500","0.0014709599625319242","0.0014709599625319242","0.0014709599625319242","101500","101500","101500","0.00808999777957797","0.00808999777957797","0.00808999777957797","101500","101500","101500","0.011185957948118448","0.011185957948118448","0.011185957948118448","101500","101500","101500","0.0019178389728069305","0.0019178389728069305","0.0019178389728069305"
"101750","101750","101750","101750","0.0014719651265069841","0.0014719651265069841","0.0014719651265069841","101750","101750","101750","0.008072250906005501","0.008072250906005501","0.008072250906005501","101750","101750","101750","0.011179445216059685","0.011179445216059685","0.011179445216059685","101750","101750","101750","0.001914427464455366","0.001914427464455366","0.001914427464455366"
"102000","102000","102000","102000","0.0014679478051140905","0.0014679478051140905","0.0014679478051140905","102000","102000","102000","0.008094943364709615","0.008094943364709615","0.008094943364709615","102000","102000","102000","0.011154502329975367","0.011154502329975367","0.011154502329975367","102000","102000","102000","0.001919879193417728","0.001919879193417728","0.001919879193417728"
"102250","102250","102250","102250","0.0014768033840693534","0.0014768033840693534","0.0014768033840693534","102250","102250","102250","0.00804213752001524","0.00804213752001524","0.00804213752001524","102250","102250","102250","0.011149883762747049","0.011149883762747049","0.011149883762747049","102250","102250","102250","0.0019210776638239621","0.0019210776638239621","0.0019210776638239621"
"102500","102500","102500","102500","0.0014680924384854735","0.0014680924384854735","0.0014680924384854735","102500","102500","102500","0.008080199898034334","0.008080199898034334","0.008080199898034334","102500","102500","102500","0.01115881807692349","0.01115881807692349","0.01115881807692349","102500","102500","102500","0.0019162305433303118","0.0019162305433303118","0.0019162305433303118"
"102750","102750","102750","102750","0.0014729222207330167","0.0014729222207330167","0.0014729222207330167","102750","102750","102750","0.008031039610505103","0.008031039610505103","0.008031039610505103","102750","102750","102750","0.011148866562545299","0.011148866562545299","0.011148866562545299","102750","102750","102750","0.001912768980115652","0.001912768980115652","0.001912768980115652"
"103000","103000","103000","103000","0.001477742922771722","0.001477742922771722","0.001477742922771722","103000","103000","103000","0.008103620132803918","0.008103620132803918","0.008103620132803918","103000","103000","103000","0.01112259324491024","0.01112259324491024","0.01112259324491024","103000","103000","103000","0.0019151921924203635","0.0019151921924203635","0.0019151921924203635"
"103250","103250","103250","103250","0.0014725983431562782","0.0014725983431562782","0.0014725983431562782","103250","103250","103250","0.008034244719147682","0.008034244719147682","0.008034244719147682","103250","103250","103250","0.011131864210963249","0.011131864210963249","0.011131864210963249","103250","103250","103250","0.0019153897010721265","0.0019153897010721265","0.0019153897010721265"
"103500","103500","103500","103500","0.0014659909767098724","0.0014659909767098724","0.0014659909767098724","103500","103500","103500","0.0080512322537601","0.0080512322537601","0.0080512322537601","103500","103500","103500","0.01117346021309495","0.01117346021309495","0.01117346021309495","103500","103500","103500","0.001918941412307322","0.001918941412307322","0.001918941412307322"
"103750","103750","103750","103750","0.0014686870840378106","0.0014686870840378106","0.0014686870840378106","103750","103750","103750","0.008086784774810075","0.008086784774810075","0.008086784774810075","103750","103750","103750","0.011184908806160092","0.011184908806160092","0.011184908806160092","103750","103750","103750","0.0019098125752061606","0.0019098125752061606","0.0019098125752061606"
"104000","104000","104000","104000","0.0014669353369623423","0.0014669353369623423","0.0014669353369623423","104000","104000","104000","0.008124045604467393","0.008124045604467393","0.008124045604467393","104000","104000","104000","0.011203193135559559","0.011203193135559559","0.011203193135559559","104000","104000","104000","0.0019145777594298124","0.0019145777594298124","0.0019145777594298124"
"104250","104250","104250","104250","0.001468499288149178","0.001468499288149178","0.001468499288149178","104250","104250","104250","0.008114276775717735","0.008114276775717735","0.008114276775717735","104250","104250","104250","0.011196698752045632","0.011196698752045632","0.011196698752045632","104250","104250","104250","0.0019155091797932982","0.0019155091797932982","0.0019155091797932982"
"104500","104500","104500","104500","0.0014705296415835618","0.0014705296415835618","0.0014705296415835618","104500","104500","104500","0.00809121936801821","0.00809121936801821","0.00809121936801821","104500","104500","104500","0.011196076236292719","0.011196076236292719","0.011196076236292719","104500","104500","104500","0.001918495245464146","0.001918495245464146","0.001918495245464146"
"104750","104750","104750","104750","0.0014694252521730959","0.0014694252521730959","0.0014694252521730959","104750","104750","104750","0.008129940036684274","0.008129940036684274","0.008129940036684274","104750","104750","104750","0.011179664861410856","0.011179664861410856","0.011179664861410856","104750","104750","104750","0.001912532103434205","0.001912532103434205","0.001912532103434205"
"105000","105000","105000","105000","0.0014679781064391136","0.0014679781064391136","0.0014679781064391136","105000","105000","105000","0.00805414320603013","0.00805414320603013","0.00805414320603013","105000","105000","105000","0.011160220703482628","0.011160220703482628","0.011160220703482628","105000","105000","105000","0.001911448299512267","0.001911448299512267","0.001911448299512267"
"105250","105250","105250","105250","0.001464810843952","0.001464810843952","0.001464810843952","105250","105250","105250","0.00812827073223889","0.00812827073223889","0.00812827073223889","105250","105250","105250","0.011157234199345112","0.011157234199345112","0.011157234199345112","105250","105250","105250","0.0019190966736525297","0.0019190966736525297","0.0019190966736525297"
"105500","105500","105500","105500","0.001466005702316761","0.001466005702316761","0.001466005702316761","105500","105500","105500","0.008098913899436594","0.008098913899436594","0.008098913899436594","105500","105500","105500","0.01122804796844721","0.01122804796844721","0.01122804796844721","105500","105500","105500","0.0019170031554996967","0.0019170031554996967","0.0019170031554996967"
"105750","105750","105750","105750","0.0014665400503203272","0.0014665400503203272","0.0014665400503203272","105750","105750","105750","0.008107644803076982","0.008107644803076982","0.008107644803076982","105750","105750","105750","0.01119125068038702","0.01119125068038702","0.01119125068038702","105750","105750","105750","0.001913570942915976","0.001913570942915976","0.001913570942915976"
"106000","106000","106000","106000","0.0014583263308741152","0.0014583263308741152","0.0014583263308741152","106000","106000","106000","0.008039099861681461","0.008039099861681461","0.008039099861681461","106000","106000","106000","0.011191734129190445","0.011191734129190445","0.011191734129190445","106000","106000","106000","0.0019137982508167625","0.0019137982508167625","0.0019137982508167625"
"106250","106250","106250","106250","0.0014661076207645237","0.0014661076207645237","0.0014661076207645237","106250","106250","106250","0.008106067714840173","0.008106067714840173","0.008106067714840173","106250","106250","106250","0.011169518171995877","0.011169518171995877","0.011169518171995877","106250","106250","106250","0.0019163631098344921","0.0019163631098344921","0.0019163631098344921"
"106500","106500","106500","106500","0.0014597453287802636","0.0014597453287802636","0.0014597453287802636","106500","106500","106500","0.008059752026945352","0.008059752026945352","0.008059752026945352","106500","106500","106500","0.011159898820519447","0.011159898820519447","0.011159898820519447","106500","106500","106500","0.0019122908594086767","0.0019122908594086767","0.0019122908594086767"
"106750","106750","106750","106750","0.0014614988647401333","0.0014614988647401333","0.0014614988647401333","106750","106750","106750","0.008049648866057395","0.008049648866057395","0.008049648866057395","106750","106750","106750","0.011140130119770766","0.011140130119770766","0.011140130119770766","106750","106750","106750","0.0019097268218174577","0.0019097268218174577","0.0019097268218174577"
"107000","107000","107000","107000","0.001461404905281961","0.001461404905281961","0.001461404905281961","107000","107000","107000","0.008071197335794568","0.008071197335794568","0.008071197335794568","107000","107000","107000","0.011172421306371689","0.011172421306371689","0.011172421306371689","107000","107000","107000","0.0019177031463012098","0.0019177031463012098","0.0019177031463012098"
"107250","107250","107250","107250","0.001467689941264689","0.001467689941264689","0.001467689941264689","107250","107250","107250","0.00805776055753231","0.00805776055753231","0.00805776055753231","107250","107250","107250","0.011134148564189672","0.011134148564189672","0.011134148564189672","107250","107250","107250","0.001910682048369199","0.001910682048369199","0.001910682048369199"
"107500","107500","107500","107500","0.0014653814843855798","0.0014653814843855798","0.0014653814843855798","107500","107500","107500","0.008164087516069412","0.008164087516069412","0.008164087516069412","107500","107500","107500","0.01113749018907547","0.01113749018907547","0.01113749018907547","107500","107500","107500","0.0019085787419229746","0.0019085787419229746","0.0019085787419229746"
"107750","107750","107750","107750","0.0014687240952625871","0.0014687240952625871","0.0014687240952625871","107750","107750","107750","0.00809299450442195","0.00809299450442195","0.00809299450442195","107750","107750","107750","0.0111492830991745","0.0111492830991745","0.0111492830991745","107750","107750","107750","0.0019047162387520074","0.0019047162387520074","0.0019047162387520074"
"108000","108000","108000","108000","0.0014625351555645465","0.0014625351555645465","0.0014625351555645465","108000","108000","108000","0.008071997263655066","0.008071997263655066","0.008071997263655066","108000","108000","108000","0.011183130457997322","0.011183130457997322","0.011183130457997322","108000","108000","108000","0.001910273297317326","0.001910273297317326","0.001910273297317326"
"108250","108250","108250","108250","0.0014642728926613927","0.0014642728926613927","0.0014642728926613927","108250","108250","108250","0.008051219703257085","0.008051219703257085","0.008051219703257085","108250","108250","108250","0.011156181290000677","0.011156181290000677","0.011156181290000677","108250","108250","108250","0.0019124395357444882","0.0019124395357444882","0.0019124395357444882"
"108500","108500","108500","108500","0.0014629146939143538","0.0014629146939143538","0.0014629146939143538","108500","108500","108500","0.00804538049697876","0.00804538049697876","0.00804538049697876","108500","108500","108500","0.011153217072039843","0.011153217072039843","0.011153217072039843","108500","108500","108500","0.001905681092850864","0.001905681092850864","0.001905681092850864"
"108750","108750","108750","108750","0.0014638828463852407","0.0014638828463852407","0.0014638828463852407","108750","108750","108750","0.00810052267126739","0.00810052267126739","0.00810052267126739","108750","108750","108750","0.01114946955293417","0.01114946955293417","0.01114946955293417","108750","108750","108750","0.0019079259572550653","0.0019079259572550653","0.0019079259572550653"
"109000","109000","109000","109000","0.001471623163856566","0.001471623163856566","0.001471623163856566","109000","109000","109000","0.008107802022248506","0.008107802022248506","0.008107802022248506","109000","109000","109000","0.01118264382109046","0.01118264382109046","0.01118264382109046","109000","109000","109000","0.0019100822899490596","0.0019100822899490596","0.0019100822899490596"
"109250","109250","109250","109250","0.0014689143566414713","0.0014689143566414713","0.0014689143566414713","109250","109250","109250","0.00809612373933196","0.00809612373933196","0.00809612373933196","109250","109250","109250","0.01114723529741168","0.01114723529741168","0.01114723529741168","109250","109250","109250","0.0019116146249696612","0.0019116146249696612","0.0019116146249696612"
"109500","109500","109500","109500","0.0014604883340187372","0.0014604883340187372","0.0014604883340187372","109500","109500","109500","0.008059234886616468","0.008059234886616468","0.008059234886616468","109500","109500","109500","0.011153675097972155","0.011153675097972155","0.011153675097972155","109500","109500","109500","0.0019112419368699193","0.0019112419368699193","0.0019112419368699193"
"109750","109750","109750","109750","0.0014590551901608705","0.0014590551901608705","0.0014590551901608705","109750","109750","109750","0.008225720262527466","0.008225720262527466","0.008225720262527466","109750","109750","109750","0.01114674118757248","0.01114674118757248","0.01114674118757248","109750","109750","109750","0.0019105054534971713","0.0019105054534971713","0.0019105054534971713"
"110000","110000","110000","110000","0.0014641061997041106","0.0014641061997041106","0.0014641061997041106","110000","110000","110000","0.008036786001175642","0.008036786001175642","0.008036786001175642","110000","110000","110000","0.011156824588775635","0.011156824588775635","0.011156824588775635","110000","110000","110000","0.0019132586592808367","0.0019132586592808367","0.0019132586592808367"
"110250","110250","110250","110250","0.001465210228972137","0.001465210228972137","0.001465210228972137","110250","110250","110250","0.008080814811587334","0.008080814811587334","0.008080814811587334","110250","110250","110250","0.011152453101426364","0.011152453101426364","0.011152453101426364","110250","110250","110250","0.001909734307229519","0.001909734307229519","0.001909734307229519"
"110500","110500","110500","110500","0.0014584093845449388","0.0014584093845449388","0.0014584093845449388","110500","110500","110500","0.008071709950268268","0.008071709950268268","0.008071709950268268","110500","110500","110500","0.011162548043578862","0.011162548043578862","0.011162548043578862","110500","110500","110500","0.001910866714641452","0.001910866714641452","0.001910866714641452"
"110750","110750","110750","110750","0.0014617001292295754","0.0014617001292295754","0.0014617001292295754","110750","110750","110750","0.008047715312615037","0.008047715312615037","0.008047715312615037","110750","110750","110750","0.011167180168628693","0.011167180168628693","0.011167180168628693","110750","110750","110750","0.0019033743945881725","0.0019033743945881725","0.0019033743945881725"
"111000","111000","111000","111000","0.0014621297034434974","0.0014621297034434974","0.0014621297034434974","111000","111000","111000","0.008083515423536301","0.008083515423536301","0.008083515423536301","111000","111000","111000","0.011150845309346914","0.011150845309346914","0.011150845309346914","111000","111000","111000","0.001905555193312466","0.001905555193312466","0.001905555193312466"
"111250","111250","111250","111250","0.0014699725491926074","0.0014699725491926074","0.0014699725491926074","111250","111250","111250","0.008122932835668326","0.008122932835668326","0.008122932835668326","111250","111250","111250","0.011148787136375904","0.011148787136375904","0.011148787136375904","111250","111250","111250","0.0019118800664320588","0.0019118800664320588","0.0019118800664320588"
"111500","111500","111500","111500","0.0014652968429028988","0.0014652968429028988","0.0014652968429028988","111500","111500","111500","0.008085563909634948","0.008085563909634948","0.008085563909634948","111500","111500","111500","0.011119334038347006","0.011119334038347006","0.011119334038347006","111500","111500","111500","0.0019062117271125317","0.0019062117271125317","0.0019062117271125317"
"111750","111750","111750","111750","0.001469015441648662","0.001469015441648662","0.001469015441648662","111750","111750","111750","0.00808074321374297","0.00808074321374297","0.00808074321374297","111750","111750","111750","0.011131706451624632","0.011131706451624632","0.011131706451624632","111750","111750","111750","0.0019086729552596807","0.0019086729552596807","0.0019086729552596807"
"112000","112000","112000","112000","0.0014626554116606713","0.0014626554116606713","0.0014626554116606713","112000","112000","112000","0.008031014052405954","0.008031014052405954","0.008031014052405954","112000","112000","112000","0.01113453340008855","0.01113453340008855","0.01113453340008855","112000","112000","112000","0.001912039881758392","0.001912039881758392","0.001912039881758392"
"112250","112250","112250","112250","0.001463513328973204","0.001463513328973204","0.001463513328973204","112250","112250","112250","0.008037787253782153","0.008037787253782153","0.008037787253782153","112250","112250","112250","0.011125020571053029","0.011125020571053029","0.011125020571053029","112250","112250","112250","0.0019091149918735028","0.0019091149918735028","0.0019091149918735028"
"112500","112500","112500","112500","0.001465185115672648","0.001465185115672648","0.001465185115672648","112500","112500","112500","0.008097023498266935","0.008097023498266935","0.008097023498266935","112500","112500","112500","0.011148370851576328","0.011148370851576328","0.011148370851576328","112500","112500","112500","0.001904688635841012","0.001904688635841012","0.001904688635841012"
"112750","112750","112750","112750","0.0014611230378970505","0.0014611230378970505","0.0014611230378970505","112750","112750","112750","0.008012030812352897","0.008012030812352897","0.008012030812352897","112750","112750","112750","0.011097964841872454","0.011097964841872454","0.011097964841872454","112750","112750","112750","0.0019047671750187874","0.0019047671750187874","0.0019047671750187874"
"113000","113000","113000","113000","0.0014659134223125876","0.0014659134223125876","0.0014659134223125876","113000","113000","113000","0.00805870732218027","0.00805870732218027","0.00805870732218027","113000","113000","113000","0.011147138906270266","0.011147138906270266","0.011147138906270266","113000","113000","113000","0.0019101587748154999","0.0019101587748154999","0.0019101587748154999"
"113250","113250","113250","113250","0.0014617464661598205","0.0014617464661598205","0.0014617464661598205","113250","113250","113250","0.008052621222287417","0.008052621222287417","0.008052621222287417","113250","113250","113250","0.011144209606200457","0.011144209606200457","0.011144209606200457","113250","113250","113250","0.0019071669867262245","0.0019071669867262245","0.0019071669867262245"
"113500","113500","113500","113500","0.0014579155504703522","0.0014579155504703522","0.0014579155504703522","113500","113500","113500","0.008078092512488365","0.008078092512488365","0.008078092512488365","113500","113500","113500","0.01114793295711279","0.01114793295711279","0.01114793295711279","113500","113500","113500","0.001905129200220108","0.001905129200220108","0.001905129200220108"
"113750","113750","113750","113750","0.0014526702641509473","0.0014526702641509473","0.0014526702641509473","113750","113750","113750","0.008188711090013385","0.008188711090013385","0.008188711090013385","113750","113750","113750","0.011107133523002266","0.011107133523002266","0.011107133523002266","113750","113750","113750","0.001901631178893149","0.001901631178893149","0.001901631178893149"
"114000","114000","114000","114000","0.0014701693714596331","0.0014701693714596331","0.0014701693714596331","114000","114000","114000","0.008062772923707962","0.008062772923707962","0.008062772923707962","114000","114000","114000","0.0111586487300694","0.0111586487300694","0.0111586487300694","114000","114000","114000","0.0019119038330391049","0.0019119038330391049","0.0019119038330391049"
"114250","114250","114250","114250","0.0014651984964497388","0.0014651984964497388","0.0014651984964497388","114250","114250","114250","0.008053709561936557","0.008053709561936557","0.008053709561936557","114250","114250","114250","0.011153112099692225","0.011153112099692225","0.011153112099692225","114250","114250","114250","0.0019060876924544574","0.0019060876924544574","0.0019060876924544574"
"114500","114500","114500","114500","0.001466698027867824","0.001466698027867824","0.001466698027867824","114500","114500","114500","0.008017124335467815","0.008017124335467815","0.008017124335467815","114500","114500","114500","0.011141191231831908","0.011141191231831908","0.011141191231831908","114500","114500","114500","0.0019092945281416179","0.0019092945281416179","0.0019092945281416179"
"114750","114750","114750","114750","0.0014677287066355348","0.0014677287066355348","0.0014677287066355348","114750","114750","114750","0.008058387997001409","0.008058387997001409","0.008058387997001409","114750","114750","114750","0.011150206353515386","0.011150206353515386","0.011150206353515386","114750","114750","114750","0.0019044793576002122","0.0019044793576002122","0.0019044793576002122"
"115000","115000","115000","115000","0.0014654297094792127","0.0014654297094792127","0.0014654297094792127","115000","115000","115000","0.008028219479322434","0.008028219479322434","0.008028219479322434","115000","115000","115000","0.011164056652784348","0.011164056652784348","0.011164056652784348","115000","115000","115000","0.001907512117549777","0.001907512117549777","0.001907512117549777"
"115250","115250","115250","115250","0.0014642403656616807","0.0014642403656616807","0.0014642403656616807","115250","115250","115250","0.008045779940485954","0.008045779940485954","0.008045779940485954","115250","115250","115250","0.011137034584581852","0.011137034584581852","0.011137034584581852","115250","115250","115250","0.001906208012998104","0.001906208012998104","0.001906208012998104"
"115500","115500","115500","115500","0.0014573382352478803","0.0014573382352478803","0.0014573382352478803","115500","115500","115500","0.008032380821555853","0.008032380821555853","0.008032380821555853","115500","115500","115500","0.011123225064575672","0.011123225064575672","0.011123225064575672","115500","115500","115500","0.0019052436305209994","0.0019052436305209994","0.0019052436305209994"
"115750","115750","115750","115750","0.001459216951020062","0.001459216951020062","0.001459216951020062","115750","115750","115750","0.008041899278387428","0.008041899278387428","0.008041899278387428","115750","115750","115750","0.011115314984694123","0.011115314984694123","0.011115314984694123","115750","115750","115750","0.0019088481489568949","0.0019088481489568949","0.0019088481489568949"
"116000","116000","116000","116000","0.001466363796312362","0.001466363796312362","0.001466363796312362","116000","116000","116000","0.008043657989799976","0.008043657989799976","0.008043657989799976","116000","116000","116000","0.011119803735613823","0.011119803735613823","0.011119803735613823","116000","116000","116000","0.0019001330640166997","0.0019001330640166997","0.0019001330640166997"
"116250","116250","116250","116250","0.001459878510981798","0.001459878510981798","0.001459878510981798","116250","116250","116250","0.008027299865335225","0.008027299865335225","0.008027299865335225","116250","116250","116250","0.011112934158742429","0.011112934158742429","0.011112934158742429","116250","116250","116250","0.0019016247130930423","0.0019016247130930423","0.0019016247130930423"
"116500","116500","116500","116500","0.0014608040424995124","0.0014608040424995124","0.0014608040424995124","116500","116500","116500","0.00803649369943887","0.00803649369943887","0.00803649369943887","116500","116500","116500","0.01113701440244913","0.01113701440244913","0.01113701440244913","116500","116500","116500","0.001906915557384491","0.001906915557384491","0.001906915557384491"
"116750","116750","116750","116750","0.0014597894698381423","0.0014597894698381423","0.0014597894698381423","116750","116750","116750","0.008027530396729708","0.008027530396729708","0.008027530396729708","116750","116750","116750","0.011133358117938042","0.011133358117938042","0.011133358117938042","116750","116750","116750","0.0019032871305942535","0.0019032871305942535","0.0019032871305942535"
"117000","117000","117000","117000","0.001462612251099199","0.001462612251099199","0.001462612251099199","117000","117000","117000","0.008007982377707959","0.008007982377707959","0.008007982377707959","117000","117000","117000","0.011112707436829806","0.011112707436829806","0.011112707436829806","117000","117000","117000","0.0019036032382398844","0.0019036032382398844","0.0019036032382398844"
"117250","117250","117250","117250","0.0014601883814670145","0.0014601883814670145","0.0014601883814670145","117250","117250","117250","0.00800908858552575","0.00800908858552575","0.00800908858552575","117250","117250","117250","0.011101631620526313","0.011101631620526313","0.011101631620526313","117250","117250","117250","0.001904670382849872","0.001904670382849872","0.001904670382849872"
